date,opportunity_id,product_area,active_accounts,pricing_recommendations,adoption_rate,override_rate,explainability_open_rate,approval_latency_hours,manual_export_count,data_freshness_score
2026-04-23,OPP-001,Lease and renewal pricing,55,164,0.578,0.158,0.654,24.6,31,0.92
2026-04-23,OPP-002,Public market intelligence,43,287,0.526,0.26,0.547,52.3,7,0.861
2026-04-23,OPP-003,Amenities and specials,22,267,0.645,0.197,0.706,14.4,38,0.838
2026-04-23,OPP-004,Amenities and specials,52,259,0.396,0.209,0.418,9.8,27,0.908
2026-04-23,OPP-005,Reporting,67,332,0.51,0.244,0.721,12.4,29,0.867
2026-04-23,OPP-006,Implementation readiness,27,152,0.447,0.214,0.651,33.9,24,0.974
2026-04-23,OPP-007,Security and privacy,64,150,0.505,0.139,0.635,27.6,30,0.868
2026-04-23,OPP-008,AI insights,26,393,0.761,0.192,0.679,14.5,15,0.927
2026-04-24,OPP-001,Lease and renewal pricing,24,90,0.543,0.154,0.396,16.3,34,0.939
2026-04-24,OPP-002,Public market intelligence,46,249,0.644,0.239,0.575,27.3,6,0.844
2026-04-24,OPP-003,Amenities and specials,20,341,0.642,0.248,0.556,28.9,9,0.99
2026-04-24,OPP-004,Amenities and specials,56,157,0.583,0.184,0.406,25.6,19,0.888
2026-04-24,OPP-005,Reporting,60,104,0.554,0.245,0.62,33.3,31,0.871
2026-04-24,OPP-006,Implementation readiness,24,294,0.576,0.352,0.511,27.4,36,0.893
2026-04-24,OPP-007,Security and privacy,53,372,0.451,0.24,0.584,16.5,22,0.889
2026-04-24,OPP-008,AI insights,58,229,0.58,0.26,0.594,49.7,38,0.858
2026-04-25,OPP-001,Lease and renewal pricing,44,312,0.718,0.113,0.682,18.3,7,0.936
2026-04-25,OPP-002,Public market intelligence,56,357,0.646,0.236,0.419,20.2,10,0.931
2026-04-25,OPP-003,Amenities and specials,45,106,0.622,0.194,0.591,38.8,28,0.854
2026-04-25,OPP-004,Amenities and specials,21,363,0.629,0.189,0.718,19.5,6,0.848
2026-04-25,OPP-005,Reporting,48,188,0.677,0.237,0.47,26.1,34,0.99
2026-04-25,OPP-006,Implementation readiness,26,473,0.58,0.22,0.611,28.8,13,0.786
2026-04-25,OPP-007,Security and privacy,57,383,0.391,0.306,0.331,17.7,36,0.895
2026-04-25,OPP-008,AI insights,38,485,0.65,0.276,0.402,10.3,28,0.92
2026-04-26,OPP-001,Lease and renewal pricing,49,201,0.643,0.17,0.491,28.4,10,0.96
2026-04-26,OPP-002,Public market intelligence,65,96,0.643,0.184,0.425,41.3,30,0.863
2026-04-26,OPP-003,Amenities and specials,25,303,0.526,0.301,0.717,24.7,31,0.875
2026-04-26,OPP-004,Amenities and specials,27,371,0.572,0.238,0.54,27.7,7,0.927
2026-04-26,OPP-005,Reporting,23,477,0.557,0.172,0.389,23.3,36,0.912
2026-04-26,OPP-006,Implementation readiness,20,120,0.498,0.198,0.488,24.6,29,0.99
2026-04-26,OPP-007,Security and privacy,35,219,0.552,0.16,0.656,38.8,25,0.912
2026-04-26,OPP-008,AI insights,43,341,0.58,0.132,0.344,26.5,32,0.808
2026-04-27,OPP-001,Lease and renewal pricing,32,218,0.627,0.1,0.778,28.9,33,0.97
2026-04-27,OPP-002,Public market intelligence,54,352,0.653,0.233,0.586,25.1,36,0.968
2026-04-27,OPP-003,Amenities and specials,27,128,0.523,0.235,0.604,24.0,10,0.849
2026-04-27,OPP-004,Amenities and specials,33,222,0.555,0.263,0.78,28.0,11,0.99
2026-04-27,OPP-005,Reporting,30,237,0.438,0.198,0.603,23.3,20,0.878
2026-04-27,OPP-006,Implementation readiness,49,276,0.486,0.157,0.563,35.5,37,0.922
2026-04-27,OPP-007,Security and privacy,60,389,0.628,0.339,0.673,19.4,37,0.811
2026-04-27,OPP-008,AI insights,29,435,0.628,0.176,0.399,15.1,24,0.987
2026-04-28,OPP-001,Lease and renewal pricing,52,393,0.668,0.164,0.567,7.5,7,0.883
2026-04-28,OPP-002,Public market intelligence,58,308,0.556,0.182,0.585,29.6,6,0.857
2026-04-28,OPP-003,Amenities and specials,34,501,0.631,0.188,0.633,22.9,18,0.967
2026-04-28,OPP-004,Amenities and specials,31,449,0.482,0.165,0.659,18.7,22,0.88
2026-04-28,OPP-005,Reporting,23,205,0.734,0.253,0.578,25.6,32,0.905
2026-04-28,OPP-006,Implementation readiness,52,357,0.594,0.141,0.556,13.0,34,0.95
2026-04-28,OPP-007,Security and privacy,53,108,0.537,0.125,0.639,4,15,0.821
2026-04-28,OPP-008,AI insights,50,395,0.627,0.207,0.314,40.3,15,0.97
2026-04-29,OPP-001,Lease and renewal pricing,43,306,0.67,0.191,0.665,15.4,6,0.905
2026-04-29,OPP-002,Public market intelligence,23,426,0.578,0.201,0.35,44.8,25,0.855
2026-04-29,OPP-003,Amenities and specials,51,347,0.613,0.184,0.698,4,13,0.883
2026-04-29,OPP-004,Amenities and specials,21,103,0.416,0.308,0.512,25.2,37,0.861
2026-04-29,OPP-005,Reporting,62,375,0.646,0.148,0.732,35.0,12,0.95
2026-04-29,OPP-006,Implementation readiness,65,198,0.523,0.204,0.579,15.7,35,0.923
2026-04-29,OPP-007,Security and privacy,58,267,0.489,0.263,0.503,16.3,17,0.908
2026-04-29,OPP-008,AI insights,54,242,0.701,0.148,0.54,25.4,5,0.907
2026-04-30,OPP-001,Lease and renewal pricing,26,373,0.608,0.17,0.43,19.4,12,0.832
2026-04-30,OPP-002,Public market intelligence,42,503,0.544,0.229,0.815,19.3,7,0.906
2026-04-30,OPP-003,Amenities and specials,30,498,0.628,0.236,0.62,20.5,12,0.893
2026-04-30,OPP-004,Amenities and specials,42,166,0.51,0.157,0.626,16.9,12,0.858
2026-04-30,OPP-005,Reporting,49,357,0.712,0.293,0.753,17.7,30,0.976
2026-04-30,OPP-006,Implementation readiness,21,429,0.531,0.134,0.519,23.5,38,0.762
2026-04-30,OPP-007,Security and privacy,60,297,0.57,0.264,0.526,23.6,18,0.98
2026-04-30,OPP-008,AI insights,57,466,0.609,0.15,0.73,33.6,13,0.921
